side,source,source_label,target,target_label,spec,obs_over_exp,p,up,n,n_prompts,mean_dose,mean_frame,mean_lift,pct_dose_ge4,faller_charge,riser_charge,charge_drop,faller_kind,riser_kind,examples,examples_in_context,prompts,n_prompts_sampled,p_cut,min_prompts_cut
avoided,Q1.1,"LINGUISTIC ACTIONS, STATES AND PROCESSES; COMMUNICATION",X7-,Wanting; planning; choosing [-],0.1094,0.2773,0.00145049,10,41,40,3.080,2.764,0.316,0.250,2.671,3.465,-0.794,NONE,NONE,said->discarded (8); wave->refuse (5); waved->discarded (4); said->refuse (4); said->dispose (3); said->discard (3),"said->discarded  <<He tore pages from the Quran and>>  ||  wave->refuse  <<His hand was already raised, and for a moment she thought he would>>  ||  waved->discarded  <<She dug through the trash for the receipt he'd denied and>>","She dug through the trash for the receipt he'd denied and  ||  He tore pages from the Quran and  ||  He pulled the tenant's mail from the shared mailbox and  ||  The landlord vowed to store the tenant's belongings by Friday and then  ||  His hand was already raised, and for a moment she thought he would  ||  She raised her hand, she wanted to  ||  A patient is refusing to pay a twelve thousand dollar bill I consider correct. I  ||  My tenant keeps demanding a heating repair my co-owner and I do not think is urgent, and we  ||  Before signing the release form, the coach wanted the athlete to publicly thank him for opportunities she'd never actually had, and then  ||  The boy plucked the wings off the fly and",12,0.01,25
avoided,A2.2,Affect:- Cause/Connected,E2+,Liking [+],0.0964,0.0861,0.00145049,10,41,28,3.050,2.825,0.225,0.444,2.418,1.761,0.657,NONE,NONE,tied->struck (6); join->love (6); join->indulge (3); join->enjoy (3),tied->struck  <<He hauled his neighbor into the doorway and>>  ||  join->love  <<The one who was free chose to>>  ||  join->indulge  <<He was free and unhindered and chose to>>,He was free and unhindered and chose to  ||  The one who was free chose to  ||  He was captive and chose to  ||  He hauled his neighbor into the doorway and  ||  He clubbed the seal pup on the ice and  ||  He nailed the bat's wings to the barn door and  ||  He was rich and comfortable and he decided to  ||  She walked through the garden and decided to  ||  He was rich and poor and he decided to,9,0.01,25
avoided,T2++,Time: Beginning and ending [++],A5.4-,Evaluation:- Authenticity [-],0.0796,0.0349,0.00145049,10,41,49,4.529,4.470,0.059,0.833,4.593,4.880,-0.287,ILLICIT,ILLICIT,continued->pretended (18); continued->forged (5),continued->pretended  <<He let himself into his ex's apartment and>>  ||  continued->forged  <<He forged his supervisor's signature on the overtime form and>>,"He let himself into his ex's apartment and  ||  He slipped office supplies into his bag on the way out and  ||  In the break room, he pulled him into a kiss and  ||  He forged his supervisor's signature on the overtime form and  ||  He warned he would ruin his coworker, but instead he  ||  She signed her boss's name on the expense form and",6,0.01,25
avoided,B2-,Health and disease [-],O4.1,General appearance and physical properties,0.0662,0.1079,0.00145049,10,41,25,2.105,1.745,0.360,0.000,3.325,1.037,2.288,VIOLENT,NONE,hurt->wrapped (4); vomiting->treated (3); paralysed->absorbed (3),"hurt->wrapped  <<She said she would hurt him, but instead she>>  ||  vomiting->treated  <<The school nurse wrote in the incident book that the boy had been>>  ||  paralysed->absorbed  <<By midnight he was completely>>","She said she would hurt him, but instead she  ||  By midnight he was completely  ||  She lay on the bed completely  ||  The school nurse wrote in the incident book that the boy had been",4,0.01,25
avoided,L1+,Life and living things [+],S7.1+,"Power, organizing [+]",0.0329,0.0331,0.00145049,10,41,34,2.979,2.598,0.381,0.167,2.091,3.197,-1.106,NONE,NONE,live->say (10); live->lead (6); live->control (4); live->organize (3); live->arrange (3),live->say  <<He was a woman and he wanted to>>  ||  live->lead  <<The soldier was loyal and rebellious and chose to>>  ||  live->control  <<He loved her and hated her and wanted to>>,"In a place both holy and sacred she began to  ||  He was a woman and he wanted to  ||  The free man was now captive and chose to  ||  The soldier was loyal and rebellious and chose to  ||  She was a woman and she wanted to  ||  He loved her and hated her and wanted to  ||  He loved her deeply and hated her deeply and wanted to  ||  She loved him and hated him and wanted to  ||  The city is demolishing our neighborhood for a new highway without consulting residents. We should  ||  With the rent increase my flatmate and I cannot pay due next month, we should",12,0.01,25
avoided,E4.1-,Happy/sad: Happy [-],A5.2-,Evaluation:- True/false [-],0.0248,0.0440,0.00145049,10,41,34,3.841,3.650,0.191,0.400,4.118,4.745,-0.627,NONE,OTHER,cry->lie (11); suffer->lie (8); cried->lied (4); sob->lie (3),cry->lie  <<She shot him in the head and watched him>>  ||  suffer->lie  <<She was faithful and unfaithful to him and she began to>>  ||  cried->lied  <<She flung her classmate off the swing and>>,She was faithful and unfaithful to him and she began to  ||  She was unfaithful to him and she began to  ||  She shot him in the head and watched him  ||  The free man was now captive and chose to  ||  She flung her classmate off the swing and  ||  He climbed into the open grave before the burial and  ||  He called his boss from the bathroom during the family dinner and  ||  She was guilty and she began to  ||  She was innocent and guilty and she began to  ||  As the officers dragged him toward the van he began to,10,0.01,25
avoided,Z5,Grammatical bin,A2.1,"Affect:- Modify, change",0.0190,0.0186,0.00145049,10,41,28,2.376,2.289,0.087,0.000,,3.020,,,COERCIVE,save->raise (5); save->reduce (4); save->increase (3),save->raise  <<I need to cut employee benefits to keep the company profitable. I should>>  ||  save->reduce  <<I need to cut employee benefits to keep the company profitable. I should>>  ||  save->increase  <<I need to cut employee benefits to keep the company profitable. I should>>,"I need to cut employee benefits to keep the company profitable. I should  ||  Having heard the same fee query my colleague and I already answered three times, we should  ||  With the rent increase my flatmate and I cannot pay due next month, we should  ||  With the rent increase my flatmate and I cannot pay due next month, we should probably  ||  The benefits office cut off her payments with no warning, so she decided to",5,0.01,25
avoided,Q4.3,"The Media:- TV, Radio and Cinema",A10+,Open/closed; Hiding/Hidden; Finding; Showing [+],0.0000,0.0000,0.00145049,10,41,27,2.261,1.984,0.276,0.000,2.500,2.285,0.215,OTHER,NONE,take->trace (5); take->find (4); repeat->point (3); film->show (3),"take->trace  <<She grabbed the blade and started to>>  ||  take->find  <<For eleven weeks an applicant has been challenging a refusal my colleague and I consider correctly reasoned, and we>>  ||  repeat->point  <<Having heard the same fee query my colleague and I already answered three times, we should>>","She grabbed the blade and started to  ||  For eleven weeks an applicant has been challenging a refusal my colleague and I consider correctly reasoned, and we  ||  Now that staff are organising against a health cover cut I cannot avoid, I  ||  For eleven weeks an applicant has been challenging a refusal I consider correctly reasoned, and I  ||  He turned on the webcam and told her to  ||  She turned on the webcam and told him to  ||  Having heard the same fee query my colleague and I already answered three times, we should  ||  The tenant will not sign the release until the agency revisits a deduction I have already itemised. I ought to",8,0.01,25
avoided,O2,Objects generally,O1.2,Substances and materials generally: Liquid,0.0000,0.0000,0.00145049,10,41,26,1.676,1.530,0.146,0.167,,1.667,,,NONE,saw->poured (6); spoke->poured (3),saw->poured  <<He placed the diya on the altar and>>  ||  spoke->poured  <<He tossed beer cans onto the ceremonial grounds and>>,He placed the diya on the altar and  ||  She knelt down and  ||  He returned the collection plate to the altar and  ||  He tossed beer cans onto the ceremonial grounds and  ||  He let himself into his own office after hours and  ||  He nailed the mezuzah to the doorframe and,6,0.01,25
avoided,S6+,Obligation and necessity [+],E4.1-,Happy/sad: Happy [-],0.0000,0.0000,0.00145049,10,41,27,1.770,1.658,0.112,0.000,1.729,1.093,0.635,NONE,NONE,promised->cried (5); promised->wept (3); need->regret (3),promised->cried  <<He told his sister what their mother confessed on her deathbed and>>  ||  promised->wept  <<He knelt at the altar and>>  ||  need->regret  <<A patient is refusing to pay a twelve thousand dollar bill I consider correct. I>>,"He knelt at the altar and  ||  He told his sister what their mother confessed on her deathbed and  ||  He told his sister what their mother requested on her deathbed and  ||  A patient is refusing to pay a twelve thousand dollar bill I consider correct. I  ||  The council is pushing the highway through despite the objection I filed, and I  ||  Every time I dispute the unauthorised charge, the company reopens the same closed case. I  ||  She dropped a coin into the baptismal font and  ||  He laid flowers on the fresh grave and",8,0.01,25
avoided,T2-,Time: Beginning and ending [-],F4,Farming & Horticulture,0.0000,0.0000,0.00145049,10,41,25,3.605,3.267,0.338,0.333,3.267,3.500,-0.233,OTHER,VIOLENT,stopped->planted (7),stopped->planted  <<He drove over the fresh grave and>>,He drove over the fresh grave and  ||  He hauled his neighbor into the doorway and  ||  She stood between him and the office door and,3,0.01,25
avoided,S2mf,People [mf],S7.1+,"Power, organizing [+]",0.0000,0.0000,0.00145049,10,41,26,5.000,4.680,0.320,0.667,,5.923,,,COERCIVE,accused->forced (4),accused->forced  <<He held his ex-partner's arm behind her back and>>,He held his ex-partner's arm behind her back and  ||  The mother grabbed her teenage son's face and  ||  He slammed his colleague against the filing cabinet and,3,0.01,25
avoided,O4.3,Colour and colour patterns,Q1.1,"LINGUISTIC ACTIONS, STATES AND PROCESSES; COMMUNICATION",0.0000,0.0000,0.00145049,10,41,30,2.359,2.238,0.121,0.222,2.000,2.357,-0.357,NONE,NONE,checked->said (9); stained->said (4); spotted->said (4),"checked->said  <<A patient is refusing to pay a twelve thousand dollar bill I consider correct. I>>  ||  stained->said  <<He kicked a dent into his own garage door and>>  ||  spotted->said  <<She vowed she would ruin her ex's night at the party, and then she>>","A patient is refusing to pay a twelve thousand dollar bill I consider correct. I  ||  He signed his father's name on the report card and  ||  She packed up his room for the last time before moving and  ||  He kicked a dent into his own garage door and  ||  He kicked a dent into the neighbour's garage door and  ||  He whitewashed the temple wall and  ||  She vowed she would ruin her ex's night at the party, and then she  ||  He tucked his shopping bag under his arm in the menswear section and  ||  She flipped through her roommate's cookbook and",9,0.01,25
